,Main effect e2/2,Main effect e2/3,Main effect e3/3,Main effect e2/4,Main effect e3/4,Main effect e4/4,Main effect canonical variate,Canonical variate x e2/2,Canonical variate x e2/3,Canonical variate x e3/3,Canonical variate x e2/4,Canonical variate x e3/4,Canonical variate x e4/4,Age
0,,-0.36562803920348624,,,0.1852073388917157,,,,0.01886919136709616,-0.04602285675956978,,-0.001838574281028512,,0.07398745190020223
1,,-0.35337734485767885,,,0.19752554908173148,,,,-0.03853358375567292,,,,,0.07526614433315397
2,,-0.3582624584716695,,,0.19319492753938883,,0.008449671729317992,,0.00664978059519019,-0.03584556846226905,,,,
3,,-0.3566451065433947,,,0.19774767794517048,,,,0.07649203216035413,,,,,
4,,-0.3571219955816367,,,0.19489942518852182,,-0.02051415910316259,,,0.03266328199507021,,,,0.07485630534962423
5,,-0.3574287201024041,,,0.1933793363365634,,,,-0.018312842256580406,,,,,
6,,-0.3696093498997577,,,0.18469639985352299,,,,,,,-0.03228995543275613,,0.07410437172292274
7,,-0.365202007407916,,,0.1857869259952739,,-0.03010180890242862,,0.12967181410163145,,,0.019905113408374836,,0.07408191342377274
8,,-0.36702974191294524,,,0.18860975698394675,,0.02669332899554368,,-0.1667420294797513,-0.07223413693982711,,0.004525105171213824,,0.0738334884348037
9,,-0.36266437458578676,,,0.19055560964941393,,-0.00678560502444399,,,,,0.015277455238323882,,
10,,-0.371241430867703,,,0.18325470052363121,,,,-0.002262601421347666,0.021796973299887605,,0.024779175212923804,,0.07463595502550403
11,,-0.362320447605379,,,0.18910439459940706,,,,0.01608566386131624,,,0.031439824252949174,,0.07468597047221766
12,,-0.35658455528474725,,,0.19499867814900873,,-0.00878585502424047,,0.03993845185949559,-0.009086577154825937,,-0.03160293132799799,,0.07480624822585472
13,,-0.3585881783696991,,,0.19342902548301846,,,,0.0037812138551022796,,,,,0.07385083162368215
14,,-0.358878468406085,-0.31819948101820206,,0.1917210682219806,,0.03966188439552826,,0.023360489202012717,,,0.0080719293871491,,0.07409808252456736
15,,-0.36024160341565953,-0.3170350680292928,,0.19386312821070611,,-0.023389959380480406,,-0.057234800713883344,0.01508389017232409,,0.06652403510842111,-0.06234446076973288,0.07362530019867992
16,,-0.36251583357385087,,,0.18900930789425788,,,,0.008682171940288244,0.01732480923423445,,,,0.07406907408596641
17,,-0.3637019224071515,-0.32288710309113816,,0.18798406064617482,,0.011257993733330371,,0.024403768634765087,,,0.008981209830905642,,0.07412098694117411
18,,-0.3597031308937223,,,0.19144143478255807,,,,0.04556533714133059,,,,,0.07416597436535499
19,,-0.3652805172681082,-0.32561614798901056,,0.18339927995040806,,0.012273779698882232,,,,,-0.06858924559524786,,0.07376877476911631
20,,-0.362451506501747,,,0.1885455657661245,,0.02411305660798707,,-0.014537618636226296,0.005693232008086696,0.026276141934460075,-0.02223873475827526,,0.07432983154795057
21,,-0.3589921505714505,-0.31872831602022705,,0.19251330326980404,,-0.020312223654317833,,0.021484129645512683,-0.014266780696237377,,0.03971067877927734,,0.07383041884654147
22,,-0.3631845252317912,-0.3227471776053781,,0.18818638417684633,,-0.030061952813776025,,,0.020897654934034705,-0.046108254374682196,0.02191121492955218,,
23,,-0.35113794458141107,-0.3089641117690058,,0.20189861832306957,,0.0437178483387066,,,-0.08411078066251958,,-0.08893339584567628,,0.07355392637734809
24,,-0.3634790092298135,-0.3222261161771611,,0.18892199258504777,,0.006484761589910697,,0.03756903010935476,,,-0.029542094227244513,,0.07398931974055269
25,,-0.3574320863371932,-0.32083566345926917,,0.18895456793829202,,0.015080913844344785,,0.07105014542327631,0.018622610922960345,-0.035629027147827466,0.04256187513534992,,0.074337975881284
26,,-0.36775716554415255,-0.327703654857555,,0.18342917235371653,,0.030849305232335176,,-0.051971053708251246,-0.03859256519306426,,-0.01782301281667691,,
27,,-0.35955819027347985,-0.31726062168800423,,0.19362530189451574,,-0.03562142864699069,,0.10725130464164406,0.039896644799345515,0.24817245918400857,0.023893146892729308,,0.07419401792693367
28,,-0.36724213620328855,-0.3279645274656595,,0.18508026575657086,,0.02572038770278646,,0.00014429211033240447,-0.08175668065878407,,-0.02893880478548201,0.046113116945156005,0.07432693907194317
29,-0.1610119405061226,-0.35966916620684314,-0.3205616569834115,,0.19150090954425456,,0.019923101764938802,,0.04062127506993836,,0.0011893458738508943,-0.044428553603857,0.06734003010335593,0.07429670874991527
30,,-0.3601486800618844,-0.31825449734019806,,0.19300826223130899,,-0.002780039845317553,,-0.023856265502315958,,0.028741233039070606,,,0.07399466489818766
31,,-0.3540055636049088,-0.31414861773348685,,0.1961948134281636,,0.07097079849885243,,-0.017824613736117698,-0.055685851768844545,,-0.03944369400360581,,0.07389706253876728
32,,-0.3495066319107453,-0.3092277672403404,,0.20193740510354163,,0.0035190275712474843,,-0.0016217381843076138,-0.009859700803610467,0.012935242774906833,0.0031095515452662956,,
33,,-0.3633552295719546,-0.3185211296921056,,0.1920907075208482,,0.023427471961965565,,-0.10777170633353965,,,0.038995548395804075,,0.07419574134249127
34,,-0.3467236411789863,-0.30684305453685223,,0.2045130805219758,,0.06322159584456286,,-0.013214464637879174,-0.04613481017284486,-0.15306415742286517,-0.033181437090833085,-0.08289264661442305,0.07469069992303663
35,-0.22361696580036755,-0.348786011221826,-0.30835083297466126,,0.20269278898516982,,-0.06266565379855535,,0.03455040713084027,0.05290608216251197,,0.10117537271498288,,0.07405966240859348
36,,-0.3555841181207144,-0.3154672132017398,0.2142940860859893,0.19508838570638307,,0.016280322507625376,,-0.02015570051083373,,,-0.03802327852782495,-0.005722746957147563,0.07419334656623128
37,,-0.36439943794428314,-0.32166997272714976,,0.1900173058140211,,-0.00041185671573874604,,0.08475764409645062,-0.04560425893294094,,-0.003950670260055913,,0.0740051170164081
38,,-0.361563021667406,-0.3207581984456774,,0.19039597797907443,,0.02804448726516864,,0.047354348039284136,-0.03759056743995536,,-0.026616603517704174,-0.16573129947166299,0.07444444948352387
39,,-0.36140032819446893,-0.32117849248507757,0.20147935576724701,0.19007138834131385,,0.03819288623580565,,-0.053471219114083875,-0.022899749250213236,0.10415549249034439,-0.006585220659928833,0.046148507541544356,0.07451745696902796
40,,-0.3620715482034127,-0.32189277287134677,,0.18938933633473462,0.4451097889101247,-0.02967443799442632,,0.02684994253996614,,0.11216205676897477,0.021344605761941506,,0.074475061651241
41,-0.16711542243831962,-0.359503034917425,-0.3193493179811452,0.20849503054997828,0.19284995185832451,,-0.04695402516784795,,0.04363639883795304,0.03005775682150849,,0.0003330791872245161,,0.0742922812362661
42,-0.16143194035495914,-0.36472771956478806,-0.3252520711283834,0.2016756563702639,0.18606209526274295,,-0.01856980279736448,,-0.03221075013586585,0.013213085570886808,-0.17632484739644771,0.06989009754064807,0.11882379426098684,0.07417122103681735
43,-0.17856806624196406,-0.3588058461019635,-0.3169182161536724,0.21063112713892007,0.19412850109466612,,-0.03062855778407808,,-0.017489534761724823,0.04350354547232425,0.0016828141681992424,,0.14651382797277077,0.07423102341399941
44,,-0.36334657950886967,-0.3216672691008501,0.20903906936423014,0.19005006532477448,,0.014045911286000723,,-0.08835423955437019,-0.05032583216270659,,0.019262443343117417,0.06402847932913504,0.07423558569393571
45,,-0.34871748589971935,-0.30709273159218375,0.22131181168861902,0.20356596674867622,,-0.05712434605405688,,0.015189789132418027,0.05362597344768401,0.15852733047428028,0.022562438718932532,-0.021007141121710392,0.07409493958028139
46,-0.16822175900481456,-0.3600289565863468,-0.31871229639934945,0.20341704831600232,0.1916694460997678,0.4532815804421449,0.022930936014194513,,0.031917858244779405,,0.13776023379156999,,0.07302158079859722,0.07406406533609423
47,-0.16235862984645802,-0.36628953164789335,-0.32173154407930293,0.20487715284698635,0.1892552859135234,0.4516509436725449,-0.043354044540776196,,-0.08298833465781007,0.034233846063022405,0.011635440647852022,0.012741014144963652,-0.06303527026077685,0.07482324193363159
48,-0.18508838460413732,-0.35564402668252953,-0.3171295447869909,0.21362646265286686,0.19456318743623965,,-0.05513981938692375,,0.02264378410485697,0.0023102906908045256,0.023163340148106663,0.023101828451010324,-0.012908232524144227,0.07422384495840244
49,-0.16472815318359094,-0.3622218469188327,-0.32333243619018537,0.2103088932477118,0.18825093245841037,0.44855307711188347,-0.014237511857186098,-0.01947209307274547,-0.00540167639902431,0.00718951454275373,-0.06964913270849411,0.05620956719150325,0.016886308588764453,0.07434354418055351
