,coefs,pval
534,Canonical_variate_35_Canonical variate x e2/4,0.037
535,Canonical_variate_36_Canonical variate x e2/4,0.063
536,Canonical_variate_37_Canonical variate x e2/4,0.264
537,Canonical_variate_38_Canonical variate x e2/4,0.235
538,Canonical_variate_39_Canonical variate x e2/4,0.109
539,Canonical_variate_40_Canonical variate x e2/4,0.085
540,Canonical_variate_41_Canonical variate x e2/4,0.082
541,Canonical_variate_42_Canonical variate x e2/4,0.206
542,Canonical_variate_43_Canonical variate x e2/4,0.017
543,Canonical_variate_44_Canonical variate x e2/4,0.274
544,Canonical_variate_45_Canonical variate x e2/4,0.213
545,Canonical_variate_46_Canonical variate x e2/4,0.03
546,Canonical_variate_47_Canonical variate x e2/4,0.043
547,Canonical_variate_48_Canonical variate x e2/4,0.228
548,Canonical_variate_49_Canonical variate x e2/4,0.217
549,Canonical_variate_50_Canonical variate x e2/4,0.129
550,Canonical_variate_1_Canonical variate x e3/4,0.462
551,Canonical_variate_2_Canonical variate x e3/4,0.373
552,Canonical_variate_3_Canonical variate x e3/4,0.257
553,Canonical_variate_4_Canonical variate x e3/4,0.409
554,Canonical_variate_5_Canonical variate x e3/4,0.402
555,Canonical_variate_6_Canonical variate x e3/4,0.196
556,Canonical_variate_7_Canonical variate x e3/4,0.229
557,Canonical_variate_8_Canonical variate x e3/4,0.322
558,Canonical_variate_9_Canonical variate x e3/4,0.397
559,Canonical_variate_10_Canonical variate x e3/4,0.335
560,Canonical_variate_11_Canonical variate x e3/4,0.281
561,Canonical_variate_12_Canonical variate x e3/4,0.211
562,Canonical_variate_13_Canonical variate x e3/4,0.213
563,Canonical_variate_14_Canonical variate x e3/4,0.364
564,Canonical_variate_15_Canonical variate x e3/4,0.333
565,Canonical_variate_16_Canonical variate x e3/4,0.083
566,Canonical_variate_17_Canonical variate x e3/4,0.29
567,Canonical_variate_18_Canonical variate x e3/4,0.289
568,Canonical_variate_19_Canonical variate x e3/4,0.274
569,Canonical_variate_20_Canonical variate x e3/4,0.059
570,Canonical_variate_21_Canonical variate x e3/4,0.236
571,Canonical_variate_22_Canonical variate x e3/4,0.147
572,Canonical_variate_23_Canonical variate x e3/4,0.223
573,Canonical_variate_24_Canonical variate x e3/4,0.027
574,Canonical_variate_25_Canonical variate x e3/4,0.178
575,Canonical_variate_26_Canonical variate x e3/4,0.14
576,Canonical_variate_27_Canonical variate x e3/4,0.223
577,Canonical_variate_28_Canonical variate x e3/4,0.209
578,Canonical_variate_29_Canonical variate x e3/4,0.172
579,Canonical_variate_30_Canonical variate x e3/4,0.135
580,Canonical_variate_31_Canonical variate x e3/4,0.212
581,Canonical_variate_32_Canonical variate x e3/4,0.137
582,Canonical_variate_33_Canonical variate x e3/4,0.281
583,Canonical_variate_34_Canonical variate x e3/4,0.135
584,Canonical_variate_35_Canonical variate x e3/4,0.157
585,Canonical_variate_36_Canonical variate x e3/4,0.013
586,Canonical_variate_37_Canonical variate x e3/4,0.141
587,Canonical_variate_38_Canonical variate x e3/4,0.28
588,Canonical_variate_39_Canonical variate x e3/4,0.165
589,Canonical_variate_40_Canonical variate x e3/4,0.259
590,Canonical_variate_41_Canonical variate x e3/4,0.201
591,Canonical_variate_42_Canonical variate x e3/4,0.272
592,Canonical_variate_43_Canonical variate x e3/4,0.042
593,Canonical_variate_44_Canonical variate x e3/4,0.193
594,Canonical_variate_45_Canonical variate x e3/4,0.179
595,Canonical_variate_46_Canonical variate x e3/4,0.18
596,Canonical_variate_47_Canonical variate x e3/4,0.04
597,Canonical_variate_48_Canonical variate x e3/4,0.221
598,Canonical_variate_49_Canonical variate x e3/4,0.164
599,Canonical_variate_50_Canonical variate x e3/4,0.05
600,Canonical_variate_1_Canonical variate x e4/4,0.357
601,Canonical_variate_2_Canonical variate x e4/4,0.007
602,Canonical_variate_3_Canonical variate x e4/4,0.097
603,Canonical_variate_4_Canonical variate x e4/4,0.46
604,Canonical_variate_5_Canonical variate x e4/4,0.043
605,Canonical_variate_6_Canonical variate x e4/4,0.076
606,Canonical_variate_7_Canonical variate x e4/4,0.352
607,Canonical_variate_8_Canonical variate x e4/4,0.039
608,Canonical_variate_9_Canonical variate x e4/4,0.06
609,Canonical_variate_10_Canonical variate x e4/4,0.234
610,Canonical_variate_11_Canonical variate x e4/4,0.078
611,Canonical_variate_12_Canonical variate x e4/4,0.134
612,Canonical_variate_13_Canonical variate x e4/4,0.056
613,Canonical_variate_14_Canonical variate x e4/4,0.176
614,Canonical_variate_15_Canonical variate x e4/4,0.052
615,Canonical_variate_16_Canonical variate x e4/4,0.201
616,Canonical_variate_17_Canonical variate x e4/4,0.162
617,Canonical_variate_18_Canonical variate x e4/4,0.153
618,Canonical_variate_19_Canonical variate x e4/4,0.358
619,Canonical_variate_20_Canonical variate x e4/4,0.315
620,Canonical_variate_21_Canonical variate x e4/4,0.19
621,Canonical_variate_22_Canonical variate x e4/4,0.323
622,Canonical_variate_23_Canonical variate x e4/4,0.046
623,Canonical_variate_24_Canonical variate x e4/4,0.08
624,Canonical_variate_25_Canonical variate x e4/4,0.242
625,Canonical_variate_26_Canonical variate x e4/4,0.243
626,Canonical_variate_27_Canonical variate x e4/4,0.031
627,Canonical_variate_28_Canonical variate x e4/4,0.047
628,Canonical_variate_29_Canonical variate x e4/4,0.212
629,Canonical_variate_30_Canonical variate x e4/4,0.163
630,Canonical_variate_31_Canonical variate x e4/4,0.204
631,Canonical_variate_32_Canonical variate x e4/4,0.01
632,Canonical_variate_33_Canonical variate x e4/4,0.0
633,Canonical_variate_34_Canonical variate x e4/4,0.209
634,Canonical_variate_35_Canonical variate x e4/4,0.101
635,Canonical_variate_36_Canonical variate x e4/4,0.247
636,Canonical_variate_37_Canonical variate x e4/4,0.288
637,Canonical_variate_38_Canonical variate x e4/4,0.197
638,Canonical_variate_39_Canonical variate x e4/4,0.028
639,Canonical_variate_40_Canonical variate x e4/4,0.174
640,Canonical_variate_41_Canonical variate x e4/4,0.107
641,Canonical_variate_42_Canonical variate x e4/4,0.235
642,Canonical_variate_43_Canonical variate x e4/4,0.078
643,Canonical_variate_44_Canonical variate x e4/4,0.044
644,Canonical_variate_45_Canonical variate x e4/4,0.128
645,Canonical_variate_46_Canonical variate x e4/4,0.228
646,Canonical_variate_47_Canonical variate x e4/4,0.118
647,Canonical_variate_48_Canonical variate x e4/4,0.139
648,Canonical_variate_49_Canonical variate x e4/4,0.239
649,Canonical_variate_50_Canonical variate x e4/4,0.213
650,Canonical_variate_1_Age,0.0
651,Canonical_variate_2_Age,0.0
652,Canonical_variate_3_Age,0.0
653,Canonical_variate_4_Age,0.0
654,Canonical_variate_5_Age,0.0
655,Canonical_variate_6_Age,0.0
656,Canonical_variate_7_Age,0.0
657,Canonical_variate_8_Age,0.0
658,Canonical_variate_9_Age,0.0
659,Canonical_variate_10_Age,0.0
660,Canonical_variate_11_Age,0.0
661,Canonical_variate_12_Age,0.0
662,Canonical_variate_13_Age,0.0
663,Canonical_variate_14_Age,0.0
664,Canonical_variate_15_Age,0.0
665,Canonical_variate_16_Age,0.0
666,Canonical_variate_17_Age,0.0
667,Canonical_variate_18_Age,0.0
668,Canonical_variate_19_Age,0.0
669,Canonical_variate_20_Age,0.0
670,Canonical_variate_21_Age,0.0
671,Canonical_variate_22_Age,0.0
672,Canonical_variate_23_Age,0.0
673,Canonical_variate_24_Age,0.0
674,Canonical_variate_25_Age,0.0
675,Canonical_variate_26_Age,0.0
676,Canonical_variate_27_Age,0.0
677,Canonical_variate_28_Age,0.0
678,Canonical_variate_29_Age,0.0
679,Canonical_variate_30_Age,0.0
680,Canonical_variate_31_Age,0.0
681,Canonical_variate_32_Age,0.0
682,Canonical_variate_33_Age,0.0
683,Canonical_variate_34_Age,0.0
684,Canonical_variate_35_Age,0.0
685,Canonical_variate_36_Age,0.0
686,Canonical_variate_37_Age,0.0
687,Canonical_variate_38_Age,0.0
688,Canonical_variate_39_Age,0.0
689,Canonical_variate_40_Age,0.0
690,Canonical_variate_41_Age,0.0
691,Canonical_variate_42_Age,0.0
692,Canonical_variate_43_Age,0.0
693,Canonical_variate_44_Age,0.0
694,Canonical_variate_45_Age,0.0
695,Canonical_variate_46_Age,0.0
696,Canonical_variate_47_Age,0.0
697,Canonical_variate_48_Age,0.0
698,Canonical_variate_49_Age,0.0
699,Canonical_variate_50_Age,0.0
