,mean,5th_percentile,25th_percentile,median,75th_percentile,95th_percentile
component_1,0.3321070130029625,0.06876496003186734,0.2113834611960242,0.33431897524369514,0.4468128782352176,0.5847031095845344
component_2,0.3419394525949707,0.07785688315574607,0.22705748174978824,0.3481412752853409,0.45300546924916635,0.5902204646318833
component_3,0.33652563885846315,0.06970136590474048,0.21810659244939226,0.3452350653205799,0.4504176592053108,0.5959225027794699
