,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Sleeplessness or insomnia,-0.04033535220466462,0.004281575906822149,-0.019104368811141907,0.0015688925694310482,-0.12665557084419943,0.0875237629097048,0.17786353645898012,-0.08328615586945765,-0.15726719732855762,0.004719614890916633,-0.036983996786172514,-0.13309024959377236,0.007581032190178346,0.1328236245375537,-0.1577509976325159,-0.05457619754900335,-0.10366970699983753,0.024350596853568968,0.056806320831288885,-0.013138105216968694,-0.0042340343753742085,-0.03331714378891295,0.11237021835177667,-0.0041522545909479635,0.12045970643051064,-0.004255049392699744,-0.0055154908014648785,0.17497317895659392,0.17534848613382814,0.12069765717118362,-0.048071235725357896,0.05628240463064608,-0.05395052754944436,0.03930990746650184,-0.09275885665342322,-0.19945897131416623,-0.24440976767393272,0.0057235894996042385,-0.25147578145995647,-0.09975002070408048,0.025511565303963663,-0.2825909698596928,-0.225230526666268,-0.0999420640456981,-0.032966389646360714,-0.13280318367467567,-0.09306758933029155,-0.07632480385467864,-0.08251246677217873,0.13844886003282902,-0.1801998914773531,0.03355568166844505,-0.07322789524793075,-0.1299686429794627,0.18912832925370052,0.023436940576857683,-0.22309142438709506,0.10732319786562239,0.03279159148752476,-0.0046271513181755765,-0.024961137657069424,-0.2507443291529519,-0.06649594307561728
Heart attack,0.2560448569238199,-0.04186635355200197,0.11495642035454527,-0.16788713150733958,-0.21164855494014048,0.05974246826218983,-0.056945324307638163,-0.10197909506863186,0.06264394282315446,0.03506089118643765,-0.16763737890510735,-0.13164408631686603,0.06726193733774316,-0.05523257019149988,0.06978490073937384,0.1651964040924808,-0.06226196584396398,-0.2017628843703631,0.07842817643958012,0.14774838860993186,0.2078949869625616,-0.12749535261556819,-0.11163260855033998,-0.10024678341206465,-0.24485796864950765,-0.14134872463753617,-0.2236649005589633,-0.3389202580529645,-0.09338730308609798,0.05121379636816433,0.20470739505982158,0.1347461452240359,0.1388209185767914,-0.025592488515915706,-0.08815287981057968,0.05721642140529464,-0.10036743348919147,-0.08247241445977102,-0.03550531200678714,0.09747087441831673,-0.07398793755540273,0.12015765309719606,0.08825102340841713,0.28117404169873617,0.09186974231136097,0.24573401870619038,0.22588562976080018,0.25927870900503275,0.021166279810450064,-0.037957886073306746,0.14035199973024995,-0.015858533560273957,-0.031218123999444576,0.005480841620409835,-0.04641000527836218,0.024610741994463222,-0.021409798913142795,0.11474498936708992,0.2367413427273466,0.3123682741204583,0.03146338920712922,0.28286552614534227,0.26590029934969506
Angina,-0.0827480404991288,-0.16280296198992245,-0.2888614091537153,0.1730523502088781,0.12125544778647417,0.1747098813160719,0.05953411913183958,-0.12373987115327972,-0.1023261725764508,-0.13675874104676825,-0.10871417774226362,0.10437355981536178,-0.2180037509004019,-0.11126654429002766,0.4028468858452147,-0.0690461635602626,0.11175253626790867,-0.11843944105660408,0.17372379683045167,-0.09021329062205767,0.05070767005143153,-0.046196180744207664,0.005429163584426288,0.12302607950712144,0.03394509129547781,-0.0015312442843104048,-0.015673481478482566,-0.0741278209491067,-0.13948933179380854,0.1997745977168409,0.016171351141031826,-0.04610769525353814,-0.12615714322166988,0.03583306700847908,0.002211846674095188,0.05218793249135218,0.21001995635634754,-0.21100363490245222,-0.06992904892917437,0.26063871690013113,-0.16423775568243792,-0.10239919318052897,-0.1214403097159736,0.14083572745908568,-0.34234485167601086,-0.013723306001951369,0.14237808480118244,0.1337923062688675,0.008809694386810058,-0.054902296114837226,-0.028754545867512412,-0.25190236437581337,0.1888041605182605,0.11948701918529042,-0.004017815892255702,0.01884842145364596,0.20766149289420682,0.192126841904662,0.04071264020958244,0.12117135682358784,-0.1313227550393006,0.011264349917402296,-0.033447195583553524
Stroke,-0.07097713079828424,-0.11608276282853369,0.19857687661485401,0.1550823953513497,0.16616411762216235,-0.09614485113616356,-0.13250795357454542,0.18422779525897587,0.06529717870754784,0.11404778111188688,0.21370585665089664,0.1458401346146749,0.017667059391253317,-0.11935028632214169,-0.20523484866082822,0.08183739176309979,-0.031408150484146635,-0.044139881005829225,0.2033628693432471,-0.09431880771474747,-0.09355406703820986,-0.27633496904613924,0.06614854875148628,0.10971311770931025,0.11491952031885971,0.21373297885046716,-0.1866515827490673,-0.14215763733804512,0.25880852262945925,0.0283452865798464,0.13378185603356985,-0.08201852299616749,0.03269949100954122,-0.11947581534053194,-0.10730503869392267,-0.1481656595622877,-0.08743225208580835,-0.11886923470923862,-0.0096914416256143,-0.11401951344040287,-0.11168571913642966,-0.17813103096610777,-0.17252374986736224,-0.3514427266481422,-0.10900826517927406,-0.08414087730679261,-0.2876343450801946,-0.309975882823553,-0.09868931840519715,0.12094967583802675,0.0699101775633852,-0.25485045893603864,0.2196654156996703,0.1253667852886115,0.04422140997287398,-0.04208919630753501,0.029214239197541746,-0.0723835189033619,-0.08735170442733445,-0.20083666090051386,-0.08216399266428147,-0.026920384068036176,-0.020648878058247284
Hypertension,-0.23913864929542983,-0.06464224616211589,-0.2518563732995064,0.017648526773304994,-0.0005381813614633945,0.17646420118914805,0.22412151746815567,-0.12982798484559183,-0.03484242576080718,-0.15908925372757407,-0.06989276656990712,0.11871719962705207,-0.020576253923869397,-0.21326070009395764,0.08401119005060807,-0.09284280246564285,0.09946611315959321,-0.032393197524694294,0.01914722552686056,0.032306968643431314,0.23389790185267686,0.06777936513082496,-0.03962226696426108,0.17227267694626616,-0.04014967562766713,-0.17342900751413856,-0.11048649707746716,-0.005666651907446304,-0.034670454588262276,0.04818339395255338,0.28787566262896747,-0.23161921189375034,0.039848627402447705,0.061778301765552365,-0.1065801936981318,0.046509237425923694,-0.05862200746994656,-0.016721349667588755,0.06919996487722359,0.09313266139089171,0.05035150870488947,-0.15384006872823897,-0.11835092490000357,0.10978605407179017,-0.16371136289139615,0.16209253318286132,0.06525321414372422,-0.007406161153006271,0.01778565333107244,0.04528581159241135,-0.1005269076119476,-0.1890883171050121,0.13249866777114996,-0.153363843462124,0.2016971824371709,0.0329686667904676,-0.006189593630792769,0.2471676907224758,-0.005191408578343354,0.18522491054529602,0.05038641872209421,-0.05979638944292718,0.3309809229641427
Diabetes diagnosed by a doctor,0.222305029097572,-0.10484379791397257,-0.1901383193839687,0.08680905989796138,0.0099809422959361,-0.11940638736576245,-0.22209722604519783,0.10853821246602972,-0.008749880991939232,-0.044188465032945975,0.04027212144287666,0.03499873121014351,0.1285599758952497,-0.12007775167853635,0.20955239581569743,-0.17577986171078788,0.22898076543399723,-0.11879948691138396,0.08381175033244638,-0.010794656767582025,0.13588818398562424,0.08921503719231953,0.15826119462449617,-0.14799088703197952,0.028804828739797457,0.28626595571802843,0.13209078693190582,-0.12109917697689128,0.027051502405053277,0.022092288908433608,-0.12667486117817317,-0.009012190175648952,-0.13161146671331891,0.03067493070413157,0.18879691186949404,-0.0287957604544638,-0.008444194840294957,0.05306722094989622,-0.03676852021884688,0.05318189982831222,-0.039330595425633934,0.18659611818802982,0.08846738618799795,0.05295414797638869,-0.09026304247482758,0.03249082960723576,0.013521583341702847,0.02636780028927724,-0.19988346522305395,-0.01643034610465953,0.044887626646720025,-0.36862666931178356,0.3627918317970235,-0.0409693595125353,0.0001548528388670456,-0.10500264952157862,0.20045974181591458,0.23338262810904123,-0.09726988934259594,0.0760539660027164,0.0002544203242263746,-0.11758307844132768,-0.06910383517956903
Hearing difficulty with background noise,0.005672074233224305,0.08470334315206243,-0.14725892630258805,-0.21444950326658307,-0.12756311396232212,0.15626979012317233,0.14482986021631683,-0.07042685447341376,-0.01700149929782747,-0.05187380969284302,-0.04828196416863479,-0.03932717559878565,-0.03969639471622571,-0.06857650548802327,-0.02564506167109668,-0.04676311214726954,0.054248596115207756,-0.2744775211502756,-0.14230386996621303,0.1893602580312891,0.14049626174087998,-0.08827524315528984,0.061383892353674085,-0.07515172800894493,0.023719555643404236,-0.06778752917435804,-0.12976185774399607,-0.2659164943020772,0.22701545048181854,0.0852634274648717,0.12086240586598514,0.21795493180375314,-0.07036037069993166,0.005967388048551235,-0.08921173583698959,-0.034700732934860534,-0.12278827931658406,-0.1812007238578421,-0.009809903912211365,-0.11450612634424494,-0.14748462046351024,-0.08070989450378764,-0.05499228620770196,-0.0076729578827739895,0.006969288755919373,0.049160198866435904,0.0048738347393108205,-0.0290411255191135,0.13080747025102593,-0.028553885407213302,-0.04505735561588284,0.16934065437655557,-0.22778499318972784,-0.14909830035656574,-0.018574996413977578,0.19148209772535277,-0.02822596121536169,0.18618241254502244,-0.0667372606090125,0.10286553923908544,0.09077013228350447,0.07158841686733114,-0.042830615975159476
Hearing aid user,-0.11237329195898622,-0.1927516328087188,0.15145384465304823,0.15717257918213146,0.21438195344089148,0.08351489553582138,0.11670550657828742,-0.062103578666848215,-0.08934050029924286,0.20772928364565943,-0.07915340872067875,-0.004052579257254844,0.10140236160150909,-0.017480351040404216,-0.161751352778768,-0.20343843542582413,0.008862911673986883,0.38103122719693255,-0.05643554999746048,-0.13935968769761523,-0.08297884926294863,-0.011083609902350413,-0.04041703653548221,-0.061383948110130954,0.0910431699249264,-0.08662262855989704,0.029254966956404865,0.29523559872020777,-0.19692061339225575,-0.18584510757412878,-0.2403971833512943,-0.05597304718435269,0.007814344949303801,-0.12413015720420517,-0.026807734164639996,0.14587772254030865,0.14152313165875693,0.029702734478659523,0.029981035186477566,0.17600662149242466,-0.15619810883201476,0.09884463670050082,-0.096302136404088,0.01359310888682301,-0.1537413602341622,0.10968488942983115,0.023280598934573536,0.037050678952889986,0.0629875823288649,0.17549236195899753,-0.11013853453527636,-0.14985808064028291,0.120920506449174,-0.018815794209964935,0.20621211199234651,0.04712616811604208,0.09172620541694301,0.0622477858267179,0.21987625998810112,0.06203148542018582,-0.15236430183427518,0.0671027958044141,0.17954022808780867
Glaucoma,0.06421520194971198,0.2621034914518135,-0.03293207324917221,-0.07427834645157841,-0.15796216898286639,0.0406315372394195,0.07454468771805772,-0.14778284635602434,-0.15914301092720437,-0.044001482537691705,-0.13915576670344476,-0.26640645233402044,0.04710636618317558,0.18354628490373084,0.05705054759772562,-0.0708701148630776,-0.008876035504864991,-0.399921702915374,-0.23596030037151014,-0.14744296002427493,-0.09838071871128413,0.03546066158830416,0.16367742160108048,0.057479071719889765,0.07862545943596161,0.0025602983725671784,0.09021912232990527,-0.31273250711699924,0.004578120212278683,0.1850028145623865,0.2812951338832082,-0.07048490812027312,0.007359007148433734,0.05087286932947249,0.17745501774667816,0.29820880781964093,0.3498412490186414,0.11572570894612619,0.04809314793585091,0.1291560713047789,0.0034956578931788895,0.1192857855823899,0.28372118773109034,-0.012484332492817832,0.06788902018291343,0.07193961760609821,0.022157224535012184,-0.01284158914328434,0.1028984828410824,0.10860122971751557,-0.1537729523896271,0.16734761379057528,-0.10942684835493424,-0.11172268878805638,0.000679827210801735,-0.14457797036736403,-0.10430664332143927,0.16298888642572065,-0.18746560485926098,0.03505863297432332,-0.04513215334396467,0.03745645156740049,-0.02637182513508265
Cataract,-0.23540349263622723,0.16755066291495224,0.2166459953155981,-0.062218736731504236,-0.03573709002561021,0.2288604479358898,0.12863878709065046,0.06268357693284136,0.12787162231140756,0.1276091650343541,0.16232575397018845,-0.030776183381523874,0.10782049283382816,-0.10068402956883327,-0.00796556739606493,0.00881725793425928,-0.12181203763041042,0.0009212205280851043,0.20834648143838205,0.008871067664708247,0.04072608139682949,-0.10182007677733508,0.2591361956685012,0.06408624123567204,0.27854929351512214,0.13004850498826656,-0.005566003341059775,-0.10859952270580862,0.17353482624583386,0.0027377208605130856,0.037529879034469214,-0.06774498983782404,0.02771775209779048,0.18568403372503042,0.193463682728599,-0.04188655537459395,-0.06522841695101714,0.10553421790703936,0.08019575998017303,0.1029672612337806,-0.029739339752295747,0.02058986990139317,-0.01561995638139127,-0.10285719070164301,-0.027909449983214783,0.20470585524243418,-0.13198011090810907,-0.13618465056237236,-0.10703881941451084,-0.1846079983496268,-0.07547898261433143,-0.1934094536655883,0.09309661820669145,0.07975323703855146,0.08399656348670062,0.10027588812173799,0.15422644585812073,-0.057592456177408234,-0.15995040626148022,0.10565164798918372,0.015546232526387146,-0.016792646043185613,-0.056406285912105114
Macular degeneration,0.12434560849454247,0.20203193356760737,-0.0827221326067244,0.0309408385154042,-0.0589136305791234,-0.23297326997702394,-0.10904484222815629,0.001289493155622332,0.0032646270090146254,0.013283940207571497,-0.025435123727676857,0.010669785537495426,-0.21438282767677386,0.060509363641646566,0.24766794597524536,0.1555691548117229,-0.27905038493921164,-0.2209557228717437,-0.0011321618091667525,0.060953484183639974,0.11094251300045875,-0.04053068781794482,0.24281048804476932,-0.018562814015503963,0.040989619017974925,-0.25929316557461396,-0.11656531458897615,0.040594879492100104,-0.02925416589306203,0.013357275538104032,0.11395944245841035,-0.014839694030928854,0.04018605546678586,0.12821568739763212,0.07010257491040063,0.1263118247835718,0.3004455405978075,0.2566010042091057,0.32938757852997697,0.20679863054018002,0.22976531516419688,0.19883877652599796,0.2125032032457734,0.026168460615677628,0.22788496290504776,-0.09866236564751464,0.022134393572661625,-0.03061570292557068,-0.11907771813481352,-0.25658888583548733,0.15855377188576053,0.07980309218115021,-0.06769398687356663,-0.14571837596903908,-0.0977910207893325,0.2578339956489115,-0.17210568312000232,-0.03197145659020803,-0.14344673140344527,-0.12642809271092506,-0.13079115099218971,-0.09161224862098645,0.10242877854491572
Miserableness,0.033038916666510355,-0.1682755725321558,0.1545674246217754,-0.12156319662267409,-0.011198555539593341,0.07060214373722164,0.09793572506193676,-0.07081112651116914,-0.05744715188201067,-0.010183645365233154,-0.22799727251242974,-0.20492465656091513,0.17929180359454586,0.17217307433921764,-0.1455258010552382,0.060680932634833464,-5.015306851969789e-05,0.15192696140877474,-0.11129059531737923,0.10548594759500846,-0.07386811978453249,0.1119145974502756,0.02555317129276878,-0.08368556689875771,0.22302199378576879,0.04722490902951399,0.01969537853522545,0.27677481682294813,-0.0104585122299176,-0.1890909660657749,-0.03517836906290259,0.248536169754596,-0.020667167649908058,-0.08877105811440629,0.010750448748923126,-0.1484927014139183,-0.20945692931603885,0.06970534173941459,-0.12452372379781454,0.08480607142875875,-0.08355328956403642,-0.10517694954887609,-0.054747477612391134,0.0021066630264230056,0.04004710195412344,-0.03633310838253787,0.026880871230900206,0.06474882957828049,0.011399511673913145,0.08803227138883268,-0.024684099310507517,0.10689378192846412,0.0253526742037644,-0.24620551237527838,-0.2012805659787021,-0.06891945138048154,0.10411176178630453,0.1764363880847194,0.054292662831838354,0.09199916947644288,0.11797755563519963,-0.09782948282830557,0.028378782681019645
Fed-up feelings,-0.20436655750002058,-0.07765957450947816,0.09361563433623193,-0.08164837699363559,0.07108699386337786,0.13318630295576744,0.0010503344661715478,-0.026065525332485545,0.1933061969704886,0.09883950856714763,-0.18965501758017753,0.09024638085984983,0.1014968528694439,-0.13074577858862368,-0.16256159236907128,0.05181617996470792,0.06413649813589471,0.1440928442575841,-0.028586632098694446,0.14756767641167287,-0.054295620632332446,0.0071061632989976465,-0.20160100203586087,-0.18178080989640363,-0.005399049244169079,0.04591293611984986,-0.14837727002939777,-0.004454765726130454,0.115346433285094,-0.16380160592993503,0.06450554724950869,0.2742259014784781,0.029506242020998205,-0.0063616809284259505,-0.0013887569688613946,-0.12632301231330512,-0.13821097220543388,-0.06435948149353839,-0.17860575061318326,-0.0519844050338689,-0.19396327378306072,-0.0839486705719677,-0.14057451294538897,-0.10274501566420134,0.004782597042404443,-0.05142189437176369,-0.04425733970228741,-0.039293034256185425,-0.028708426512543437,0.13965552690247562,-0.08014632745211257,-0.041015924099046155,0.05893609394979153,-0.21604272699782764,0.01368726907742083,-0.10835918236594964,0.13735595693313604,0.2573383870164229,-0.11087176722382829,0.17919312536710724,-0.1808728372826062,-0.18006525582424088,0.14428356185469413
Mood swings,0.014117859380458985,0.047799959248040425,-0.010499556370768876,-0.24542285865105007,0.012267684775668083,0.0842562668167578,0.1720025605198129,0.028386434101145646,0.024192928079417548,0.09746804172892537,-0.04876484014718423,0.06186642257486053,0.12364517108549984,-0.07106692466573822,-0.28358563135409587,-0.0830094399797308,0.05771533906888831,0.15458174042899006,-0.0019495879944937489,-0.0026342375494632342,-0.0658662938053916,-0.009330109991636946,0.027488966202878426,0.1563033143424166,0.01065036249908436,-0.008629921656122577,-0.10833430210784947,0.09479950794213103,0.22675241595206305,-0.08969925663115406,0.07811161314321803,0.07816293531302923,0.13896725258747877,0.003257837331209308,0.14055989536323432,-0.05029906133367253,0.142549124919321,0.16305499302821894,0.05184552772801895,0.01145523928157864,0.008993440323538014,-0.09528475326006056,0.0012195789696505441,-0.12359530935251808,0.17867050076194155,0.058723318599536306,-0.06846378238644844,-0.08336524846343962,-0.04974377214396823,0.08499373269441146,-0.013788549357925634,0.1667070980042152,-0.07981950289121224,-0.05787980521800043,-0.12999501685858716,-0.09854062941767727,-0.10802561835301913,0.15072566195762818,-0.05925534370274122,0.06538281969554986,-0.2735284255240448,-0.2535512585361365,-0.05732952151390823
Worrier_anxious,-0.1335952266205174,0.08807455332240988,0.09245030794479889,0.013806429637992128,-0.06727623378642622,0.04325571688624318,0.09230386631659648,-0.054471446950488785,-0.03319416856106083,-0.037535686189538,-0.09258577766357041,-0.01657493785038989,0.13997067560262486,0.010907910785056932,-0.1642842259562242,-0.11096953162836494,0.09886232024954995,-0.043819950605556095,0.02953652485586378,-0.01663323575714822,-0.11013136335271728,0.09040896709401489,0.2093364004958208,0.0005957145116549583,0.21495852579726119,0.19171105798032745,0.12339579408331672,0.03951371478395381,0.07412986585607304,0.06111806552031515,0.09173790769173865,-0.027860172154630058,0.0881578686869754,0.07521566018816671,0.18749410649677434,-0.02044721970503863,-0.05085174033909781,0.0761328898451036,-0.041964190235957564,0.13899686097802075,0.21340132501463027,-0.14725427186639206,0.06279885349301552,-0.09599104497013355,0.032013716985930314,-0.14782499856323114,-0.060590463881903166,-0.09747220517933523,0.017113030494459017,0.21384074022832814,-0.2714537461916861,-0.012421304730724848,0.029904762495388294,-0.23186564977411503,0.10135728479999133,-0.17174004713673827,0.1451200579867962,0.1263655900898615,-0.37314086941855185,0.006675282746035127,-0.06383102557480198,-0.450723098053166,-0.1237754233871365
Nervous feelings,-0.08659021826405634,0.005106867732749145,0.07457946984012924,-0.03943424249729259,-0.06874694681052816,0.1232019941422045,0.1078182483033961,-0.11012795245730915,0.09275765006079802,0.10126754924150771,-0.20872260701586262,0.014836182013295954,0.02729399387620398,-0.04248138506715542,-0.2759512372713262,-0.1781370565914019,0.092406774954762,0.04487995528870181,0.2629701903610571,0.022826586678767892,-0.07879894952376064,-0.15114013647283894,0.07992967743173392,-0.07292211626528682,0.029249188711731742,0.05156778753150373,-0.1175575502960244,-0.11452237783084944,0.019390537001738567,0.04339062722738225,0.06974314869500867,-0.009636865708018449,0.12985167024832137,-0.05403921849916605,0.037863884811383544,-0.1768586659536932,0.019067630770788924,-0.04634845063810719,0.04836594211538166,0.08869652717091504,0.034577896675007005,-0.20749967063754823,-0.11113829153938387,-0.0053422680478786054,0.0995208788549769,-0.10296655631080272,0.026983008106504204,-0.01757040975742916,-0.035849733267331076,0.06430150294521904,-0.20607946122071238,0.0644413194862624,-0.06650794412965315,-0.15732342734681828,0.188722539285036,-0.24972079894067262,0.06992505397415603,0.01353985248286393,-0.14350989087291233,0.12837110246886976,-0.28143196858056885,-0.3171905150791465,-0.24951784685548675
Sensitivity_Hurt feelings,0.05555366960517942,0.11658534673672039,0.06187354407533715,-0.11806087984669417,-0.012151007723484077,0.04207772387478758,-0.01864570012644578,-0.03915278967540583,-0.016209973130799395,0.1299850283604434,0.03540184375303099,0.07141575244525329,0.13313890166237524,-0.21955888825944625,-0.3756912615084,-0.07712138088391121,0.11136387965870737,0.01405833413706416,0.0021417965191154946,-0.01498526315255178,-0.07341997775211341,0.14623071408060698,0.11693070740195215,-0.03867057103093566,0.02830480657809087,0.11474999758977363,-0.12570284243868224,0.09903327852768255,0.08917108056828453,-0.14771365920960305,-0.05448248216125528,0.17503185905734628,0.33291315017329204,0.1635018950805728,0.2532075295077615,-0.052859546115087204,-0.14302841762042987,0.12532771672442172,-0.07171751292668956,-0.04150332062915626,0.03766393239529867,-0.07755208872106717,0.12044975861293153,-0.06825665720083275,0.23715387636496882,0.05767544179758707,0.007034247846242852,0.012521985637565104,0.10988014384196258,0.190900473528847,-0.00094335479112145,0.08267534409136244,-0.03292757115973971,-0.06033730047833275,0.026140643406026707,-0.11221395202010156,-0.0024285589127402097,0.060662211431204316,-0.11042889065948147,0.06210122723803107,-0.2562678939016228,-0.1928737814040442,-0.16146058521555248
Tense_Highly strung,0.13166581324017462,0.016542354663824786,0.10161736391627195,0.0034550793858069157,0.008979420436197896,-0.08998100854626072,-0.0668332700483661,0.12242090892228485,0.08742944015282385,-0.0036744505842115703,0.007235166880266201,0.08022664146975399,0.03199343599475114,-0.03754237598294527,-0.2638423228388349,0.06716320833361165,0.014434309504835052,-0.021179107629963265,0.10132844038490249,-0.04573104420946073,-0.07081006439554278,0.053600963090899734,0.12078767080300855,0.11367353983942194,0.07708348446524696,0.16857038691444257,-0.12077846884457888,0.04798958011761434,0.1495443151599135,0.09019236242841325,0.3633315413998151,-0.021849193701472005,0.13316361766893953,-0.03497083881155774,0.059195753229393674,-0.14325241067434444,-0.10987454881059626,0.18417233208657438,0.09310589986416974,-0.1625653908786106,0.2381463992925364,-0.1874189582742269,-0.038961005053821385,-0.11554156450915698,0.07559112023401818,-0.12088035098475246,-0.0237518601358432,-0.038809750612232,-0.04186161130512315,-0.1421294070936838,0.08199012731477592,0.0018569168671590105,0.04031963758944596,-0.13336156544361455,-0.004955143571791465,0.013736829604178267,0.04202657688628255,-0.13024065257919834,-0.22193892222574602,-0.10998448982040789,-0.0762058284582042,-0.2606554494484036,-0.22303306604033551
Suffer from 'nerves',0.09178950617988406,0.16166164735147903,-0.022496662091676847,-0.13014701802906312,-0.038316773678636964,0.21477340919209947,0.14228021204081473,-0.015624520136250866,0.038039627270259335,0.15752421882993217,-0.15198104472286034,-0.06779836392556866,0.14154403227427154,-0.19425698060980526,-0.09972176599436931,-0.20391372287221768,0.1341105944304922,-0.04372453668460772,0.2060057419476571,0.09336808592864926,0.0017717626624659999,0.08878905313614419,0.010833450240210745,-0.0018164863978318395,0.16190633716851788,0.12138668754587321,-0.010802521441923793,-0.22405487749962313,0.05203818552687119,0.12242640528786398,-0.0009223126396173345,0.12821831308190912,0.05433261675344832,0.146865705145117,0.16273240302673442,-0.0153517938363265,-0.05572250314461979,-0.0033238988169855786,-0.06141495521943613,-0.014623034890613711,-0.01576420835581869,-0.2059177011984757,0.01555126302250764,0.09959251011152222,0.05286227463349454,0.10234776651821899,0.10449254358415036,0.09574812384885002,-0.05783457184880246,-0.018712147941882844,-0.08978904717130466,0.132198035764403,-0.07399463325840933,0.022161742913335995,0.015792465057752832,-0.29931594734009137,0.11425039966557084,0.0020385489503904355,0.011542920161885364,0.23349563319343217,-0.18953343729953573,-0.23803348050653775,-0.1855078114650418
Worry too long after embarrassment,-0.08753774080988205,0.09921996231248463,0.17330932757066128,0.0944583862243673,0.03176673607286802,0.11509629534894833,0.10669197208440556,0.016673818038427008,0.011501304084782728,0.05756882169321194,-0.09486212779882625,-0.053956508741986445,0.29905182079430426,0.020481657278603863,-0.19618955434172267,-0.14407205292915135,0.07551817987673727,0.09612162727539286,-0.054686343821548876,-0.10425532619172405,-0.14467448004611588,0.24761701536113354,0.11854441489593534,-0.02512103301451287,0.14217649639256313,0.18009802958022045,0.18686218282984837,0.32672024374177727,-0.05949947421567157,-0.1086281965531751,0.056598508319434665,0.054735026782126606,0.10933711389562617,0.09122192397800485,0.20446913848418682,-0.15087355016913265,-0.11413610070785567,0.276716906563157,0.04759700043518974,0.027305758841813025,0.19395853196630392,-0.0842289580142818,-0.02816763369065672,0.010045070665452842,0.12256523575678377,-0.029807180321642333,0.022215245569790668,0.03505949444698677,0.05502350976578052,0.1149583106064755,-0.22051524363820768,-0.029958214475371312,0.07075072841142524,-0.2432157668975138,0.08471641842728157,-0.06116852744485038,0.017728791635027042,0.04821262431278368,-0.1503346088638445,0.06220865843269721,0.12854346912812534,-0.2891790127215102,-0.23446731013419322
Irritability,0.20565918260262012,0.012376759276335055,-0.010773466883026963,-0.04159654479294276,-0.18416004933433378,-0.0450887592242817,-0.0780325929386658,-0.0659000226187511,0.07328118339008301,-0.1065349838902222,-0.18210323888508675,-0.039799060818072746,0.1031088865072716,0.013427067252918801,-0.050837181593023036,0.017058970359871927,0.004950694676305823,0.05365192011306519,0.02576694222471688,0.033468219463088894,-0.058119248745380346,0.07458022527749418,-0.034113888112220686,-0.2153611649418724,0.03988971549094475,0.09021781425403895,-0.23085069849703954,-0.14750196713873023,0.04558749238977406,-0.06142239868705543,-0.05641133928211752,0.11545100247297953,-0.02344879351197955,0.09463868760078026,0.07236098421040456,-0.031889001502489085,-0.043918936096350544,0.21818113035466347,-0.20286368257863088,0.0334388181503689,0.17218031268379722,-0.0698918972290286,0.04964215247273021,0.029803708561400428,0.19992214520627233,-0.009703698047559694,0.045462665571206276,0.04632686584757577,-0.25904270058017886,-0.03547346671391663,0.10371176404700722,0.10474243376985061,-0.07412196823033983,0.03480241893986737,-0.04763991010326532,-0.2605091585921769,-0.02741646159328173,0.08913805113081703,0.023755404102130173,-0.035553117021100374,-0.2864822880738568,-0.1475382385975882,-0.06864615837076138
Neuroticism score,-0.09519533838607103,0.04202182127099469,0.17553564519830747,-0.006737095057439133,0.05264459138016218,0.08827176974738513,0.08859329395938059,-0.0059518324100683185,0.09194092284965608,0.16590693741775436,-0.13388853978664664,-0.054236842315571965,0.13876625970122902,-0.0030782060785390845,-0.2762978842810926,0.05016819572604186,-0.05712164779938219,0.024152439543365864,-0.02905838616559314,0.09291502385804541,-0.15082554748628763,0.020231676981753117,0.12364094415251577,-0.06169589591039294,0.24880736964634373,0.10400410471990501,-0.059483399620705014,0.045687372297144535,0.128834019518696,-0.09315927545973804,0.1715597518571242,0.1049683492356775,0.03244429631800674,0.004040033181194259,0.07885307932394288,-0.1643580589479211,-0.08374126425746342,-0.0118756524759021,-0.05614353215287451,-0.06403366907327933,-0.07207602166118528,-0.24192866437399946,-0.08293881666928292,-0.1368304769416362,0.15906004901345613,-0.0402975618431153,-0.067262812928269,-0.06940436853843689,0.0446141018251855,0.13478007216609067,-0.16310842825684724,0.10992785471932497,-0.007127821802304476,-0.3129827962540141,-0.02302202535252486,-0.13205090233053915,0.14349254265940806,0.1293474792551011,-0.2096963571657116,0.012938599616914286,-0.2464122506959921,-0.3196962186913501,-0.08446338645231624
