,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Past tobacco smoking frequency,0.11283371300867726,0.15833324983774208,0.09066517472693723,-0.03257485261142638,-0.02993273810663057,-0.11739545935942552,-0.013499690997762305,0.3403421910160026,0.21369386335645904,0.19200916327660905,0.17820613281978331,0.05599957623934871,0.06503698609978188,-0.09346358164612109,-0.2023107304071115,0.009514049904947273,-0.06855160013905551,0.028787354930381842,-0.0843938296120435,0.0965080661328605,0.03161948157809287,0.056861856684560765,0.20582463013962257,-0.19556513789936997,0.2521902133261445,0.19999228907460356,0.08460041422971598,-0.06671062507019236,0.18080930468672043,0.08593365492721329,-0.1684173380912106,0.05464965099910419,0.10283325443072719,0.09877802471343249,0.27018262399590814,0.020318803104675157,-0.045833000776218685,0.2633859031375069,0.23754781603919742,-0.058769831842432785,0.08534631776739546,0.22104358531549004,0.1421079354727075,-0.2987833657585796,0.3310329321914291,-0.2407364050532969,-0.28322086693200355,-0.3483537638933662,-0.06240430664360023,0.08938682198304113,0.1270044049576438,0.03439108568269181,-0.03656452480393925,-0.17442262433851713,0.11404634528978604,0.001177785896634584,0.07283158246372579,-0.024421885964952247,-0.24391731441486875,-0.11339093768514863,0.2493116596901133,-0.2285175148216366,-0.18790480357477252
Attend sports club or gym,0.017059162000766362,-0.048001047741329995,0.1007156431393756,0.11800996811112667,-0.05551935475811461,-0.11840608186014387,-0.1001297910317226,0.2708418571927476,0.2961561092401608,0.22520100438437018,0.34434075023676175,0.11622279109386319,0.18799478786326912,-0.043397768881182304,-0.19610745105091543,0.20160692842924097,-0.3936763459090581,0.24631094124850086,0.2209996617943945,-0.0007569173347506336,-0.17869300416828274,-0.005932997702334953,0.014655391340046361,0.010235074507636617,0.0018181063736619043,0.19544266504923574,0.13304993480755004,0.06226578194470919,0.2390485174269493,-0.12168649859516889,-0.28278730964113924,-0.11056557153654836,0.02303704700591206,-0.20350459626443346,0.027103218759691867,-0.15022233860660916,-0.011734073268080777,-0.056773578937711316,-0.07097629631512346,0.028047118517910096,-0.11318287786048291,-0.031629558447873726,-0.10299066267297109,-0.22697925059880839,0.041564863879781956,-0.11758584986928054,-0.23056919673918086,-0.2450960872706812,0.07324426871954028,0.10393553976241848,0.07585014163668244,-0.12898312676540113,0.18527101025465517,-0.08304118685879829,0.12313098571395369,-0.17945417454058046,-0.23323484471698686,0.08605203602242072,0.001336390253973035,-0.1850701581575166,-0.021012958327537707,-0.25441249202041094,-0.2127164702482768
Attend pub or social club,-0.0797757316846399,0.009335060488438348,0.006849497581840928,0.06170294746862402,0.07621863140531655,0.07839099534824544,0.13236859380319468,-0.13745264209324684,-0.07262225783363647,0.21575912542166847,-0.07443976032242926,-0.2201793565223381,0.20193294576355234,0.1378238000289246,-0.15918627269927943,-0.2063767182122736,0.17242247345609893,-0.15538140687409355,-0.1617954989384842,0.024571101267220983,-0.0016260024188883494,0.13741218294989654,0.13496820796536124,-0.1700727956615526,0.09224171431030437,-0.057029903415145466,0.06869403482307089,-0.09841589473283816,-0.1927923013284428,0.10308250781619924,-0.03740777126418459,-0.051334943242759605,0.12366885225563004,0.16765601358546006,0.09595651505227289,0.1652292921318163,-0.0430466060426195,-0.023571598048856134,-0.09745237278306676,0.04635241468800131,-0.003515629027345899,-0.023703376485512254,0.058374850416924084,0.07013663858738954,-0.01071866198957366,0.1363204550650017,0.0720359217369408,0.09088002987720513,0.14206806312806958,0.2731635183453773,-0.33526384483112454,0.03504408504586607,-0.101289334907301,-0.2835952040538611,0.2141808787044602,0.0721854269604115,0.3091106813954206,0.137895056984858,-0.2262984119908316,0.20666625276440947,-0.039158368982275364,-0.05995247107363048,0.05380230990722278
Attend religious group,0.1725421175968622,-0.0888050859655463,0.009406328526282844,-0.21944635252722078,-0.09055551208310536,-0.26366269191285713,-0.19908964659159234,-0.1751433230767295,-0.26085741330622403,-0.18129285031761436,-0.2238314295879733,-0.2149347573424348,-0.12246347609274681,0.30346579493865955,0.15485668472966216,-0.06466941738600195,-0.03817114224679459,-0.010718793316836965,-0.13861744817834523,-0.2603001184187061,-0.05928616297751347,-0.21397499509681941,0.032624222843088295,-0.027612925730063638,-0.03984990724058875,-0.27366621964082843,-0.08370033134512332,0.10878178943872033,-0.12932895325093094,-0.03014224660707894,-0.03175575971362918,0.10407763330452043,0.022073057191523665,-0.1084180697607377,-0.015254671720820704,0.21263170188829975,0.19043673739783465,0.097438400195993,0.0785844266447531,0.16902163047065066,0.08327108469745677,0.215310257733318,0.08905108689031864,0.02958533809328821,0.064025619045209,-0.09301069511987443,0.04203630843706826,0.07573649720308515,-0.06635355646303327,-0.22007879713567333,0.13813920877757513,0.10667083512581797,-0.17175726944858447,0.07910927808464681,-0.1758946635279572,0.2786183239527144,0.0013319815644043174,0.024386982594430853,0.16576016459323498,-0.21754172762469165,0.007920795316119014,0.324850786744327,0.1122126398400455
Attend adult education class,0.012843783332791141,0.2963133154124687,0.31077881683461517,0.022311648592974145,-0.06826884982327176,0.1378150060915738,0.06568801445904916,0.026971301772517164,-0.003331595364353707,0.13219802551593604,-0.1062162035126239,0.14038532923735741,-0.1157266502340264,-0.006585250445888105,0.0744559539867715,-0.10196590974734222,-0.0046712345980757805,0.09790269837462193,0.1115797341031289,0.0824373374393572,0.15615799751161452,0.04669130679156462,-0.22207375028060905,0.13070144364159533,0.12386627551485825,-0.04894010318191042,0.05128394914625461,-0.08663914946222429,-0.13632815253102576,0.2138911173965569,0.1344085485669842,0.14284315125158759,0.02391309614301618,0.07024461659202424,0.05142510627299421,0.1596986146991168,0.14903264120673076,0.011536783870613406,-0.04583340352789176,0.00775849930488073,0.12305523040685257,0.08329784711109726,0.046123437198060904,0.022528828880081505,-0.014852588046264402,-0.009848803724965573,0.024566103897785026,0.027343646919543434,-0.03643244457961387,-0.019055779865242668,-0.05934154499748658,0.07733152553584974,-0.1095557777347129,0.061371679442010746,0.10587057184033355,-0.042299249933866856,-0.06744828812621367,0.03821316146996272,-0.05122442608439213,0.09169661223472254,-0.1402674431828626,-0.251414756544544,0.07589779473754467
Walking for pleasure,0.30255817551351855,-0.010416638675247851,-0.14084083826944496,-0.11621190864346687,-0.2837141174466443,-0.3528176860694255,-0.17745922898212316,0.1138339370710758,-0.07518160830476311,-0.15271648271260788,-0.09928550381275769,-0.15031895648197052,0.0008908118174699211,0.17677766463146416,0.19207741701635717,0.25865423346928196,-0.31419761295617243,-0.11955945755421975,-0.10926682439141225,-0.011725387308322907,0.17916239489974894,0.11283610408525636,0.1596979845795604,0.11917454996998217,0.013106210684739713,-0.10796220996100728,-0.02785925894189474,0.10770431641058828,-0.12122018333841593,0.0449193321113258,-0.02803391326683858,-0.19428910667277216,0.017126767826842394,0.037379559135554005,0.027106859448014275,0.15415238383117455,0.08763383979790523,0.13762291434008825,0.14114634984952432,0.16060188629972036,0.2815120934242178,0.20697563209097875,0.32135530459394684,0.18155207730922335,0.28625000626292824,0.2674599803622687,0.25009771691996535,0.1572290536547055,-0.10660913503395755,-0.2161955664451483,0.34558092629409803,0.18770579553363395,-0.05914111828432121,-0.06326316395646754,-0.1500004299098134,-0.03578592980006618,0.09832357725943988,-0.1704284600562136,0.2060436366314944,-0.2916334432986998,-0.08349668728354653,-0.07155752296790262,0.09214434872084112
Moderate exercises,-0.12760622420753634,0.008760780192468778,0.06680713382203561,0.05923159345068198,0.10970682822582224,0.12274119849986734,0.08783420018474686,0.1138640617205355,0.2641646251476449,0.06765587907093203,0.1439093518575626,0.3523797864442493,0.13321757241230567,-0.2887817993231599,-0.06302852047340024,-0.1554780369098431,0.18535246530688035,0.18600659489195098,0.13735606150814936,0.07461739525717338,-0.1384095072214719,-0.09898276455291827,-0.1700620009496632,-0.08858917204728789,0.13577333856199084,0.16057586042502178,-0.06121317667208646,-0.2243509033322006,0.28440284243007613,-0.03956658437839924,-0.18645626467423423,0.18802551414940005,0.033259372362412935,-0.043671091289529326,0.09484676961896252,-0.16897945403074818,0.031938613713880556,-0.09899164741166774,-0.09630173361048837,-0.1781003838450688,-0.20656750970671992,-0.13793080160579027,-0.23735144931614915,-0.24639837081444457,-0.07577114704632956,-0.14152950444167656,-0.30401925602177754,-0.27167230839536716,-0.04014030834964564,0.13205298776263102,-0.02007467461936996,-0.06233129879331462,0.013531778826601183,0.1268156529471266,-0.10370531268165775,-0.040028161343009475,-0.012019371300651909,0.28811042044313456,-0.09806325332045308,0.041927609668513124,-0.16496351930083733,-0.041380650625076856,-0.18524313292764058
Strenuous sports,-0.04789368660569445,0.1916205085339648,0.12157828990912938,-0.07211065063311124,-0.07165551445386008,-0.0434866283119506,-0.018615630289265245,-0.020192880012845797,-0.1255225817952816,0.1811308410336121,-0.10777813825882246,-0.15928268999212034,0.09017636578862785,0.3341982098300689,-0.1290574058675883,-0.01291185991889265,-0.007781452500936752,-0.1783554906594394,-0.2773375414704694,-0.16522079425856998,0.03467927958431103,0.13387246893510843,-0.1740842569134614,0.13949084238482326,0.179685334305351,-0.060008816918370456,0.12971524611885157,0.006472933918396832,-0.008348154362137204,0.05846811370337461,0.11453580914225,-0.07650599117136113,0.20603890521493726,0.06566981358998243,0.14623510447522758,0.42104025182736415,0.27183493976640855,0.19069502905980934,0.1398695476860617,0.11783385316648508,0.14288804765022503,0.1914137860579499,0.3213931709305339,-0.21580641700769632,-0.08826868982070823,0.12034140050140335,-0.20051752809902712,-0.19411281961289345,0.11883511159075821,0.1778962574977892,-0.10265294450231184,0.14119187169509792,-0.07701696440705558,-0.05977811387471122,0.16694183868714718,-0.12934044552982288,-0.19599597819633788,-0.06247014177632349,-0.026497142755440337,-0.05480878146536544,0.1951913614906488,-0.07419318728284964,0.21647672808622118
Sleep duration,-0.0810123199566795,-0.06360458745828593,0.10557678572237934,0.08164703693767733,-0.012709741529595812,-0.01615242430110594,-0.20867228556588538,0.010691862313426153,0.07160342181413824,0.059896204018159885,-0.13094263615440938,-0.0857188880159926,0.07980849164093977,0.17331365435335286,0.03375157371188595,0.1412616960093775,-0.15604322680267574,-0.09119059975445859,0.3244608791945565,-0.01907831378754078,-0.04864438185783185,-0.10372722770980647,-0.03485353767028573,0.0005388676290143498,0.2741459072098104,0.30614208260692594,0.09861304975235945,-0.04124372967013169,0.07722938680134879,-0.17744558611425515,0.01743676038375027,-0.09274408513746345,-0.08080071231679233,-0.10058588399027264,-0.017340522093064564,-0.12086150932880826,0.1600627654330414,0.05477299754386554,0.07659548611787884,0.11930362757012285,-0.0029578210428345118,-0.005744253691124366,0.02207817864182822,-0.09521222757959585,-0.10869662786597777,-0.013475650887146291,-0.14060581105171766,-0.13635305496377356,-0.2677706508915492,0.16424744398293617,0.07938855849506589,-0.2376200677325067,0.26650517582698724,-0.012703846206999483,0.12793575200976326,-0.2598206982485409,-0.1375919209549716,0.07184612949843382,-0.10140205440906429,-0.01460793662709655,-0.0010285916765066635,-0.2148727090297625,0.17621893535911007
Getting up in the morning,-0.10926770579249605,0.11066194454197183,0.04458593612633279,-0.20375162231522606,-0.22687180257047818,0.13530466701784838,0.14559411116542004,-0.10442759873923477,0.017069272896714432,-0.051420586401527794,-0.049239907177214076,0.036075911538785144,0.004409677808590637,-0.017829132722093043,-0.03748337433388074,-0.13061934985331658,0.11502216057603279,0.09861044861119299,-0.25278939378576487,0.08718383906572806,0.11164382865736157,0.18246259590273353,-0.015233679307353906,-0.006612957891901237,0.045124786324810935,-0.16489609395737914,-0.11522566715690882,-0.04390114436844863,-0.08267571881092606,0.06513376165324687,-0.17676944939554293,0.023758805893429373,0.042222078989150445,0.188793756137981,0.0781246516476968,0.3732638105693123,0.057895950225633146,-0.06499184551863034,-0.08656956817253462,0.25823162318189824,-0.08079076421851805,0.07585835932029039,0.09732725368921702,0.11323362741709578,-0.12224912087725516,0.14610867233403824,0.14352774891061615,0.12899766899892015,0.13499238001611846,0.10267183906796537,-0.06326267826503487,0.12258028308817664,-0.19768766827448633,-0.16013141714588555,0.07546577589865071,0.09595562025797172,0.21331749647705744,0.24273674044783664,0.03432189668595568,0.1586440382251182,-0.0827885388114206,-0.05761767131925017,0.18478425710206675
Being a morning person,0.01026893250531896,0.013122590841704434,0.24520356389868578,-0.18692855604197145,-0.10041532375004229,-0.07638676027060377,-0.09538117856165036,0.0004207674623503796,0.05522985359815039,-0.051869867927724495,-0.22811410769993512,-0.00378609934061765,0.06022624620528728,0.12568730771519784,0.11043575278929027,-0.16617552145495662,0.1109226983333834,0.027421285909955243,-0.11064260681079276,-0.32601687494806686,-0.0614093859314927,-0.047421056671592327,-0.017867802340770095,0.19538041695372105,-0.08166913146898544,-0.07613120770854431,0.1514937754422776,0.1319674103739192,-0.1970208461041794,-0.01842362651850738,0.1081586297229834,-0.03250971534677417,0.10639075636768741,0.005939750908074156,0.05568102564448016,0.0887464671424772,0.18742135724516332,0.1872099287309139,0.21088220154340778,0.36501432564913466,-0.08860384512562589,0.21429566620609528,0.025621408985008882,0.02760930759405272,0.018853771442432103,-0.09780297880542176,0.08173638223893191,0.034991230387831404,0.11909342390791969,0.0353662801232792,0.07461396910599755,-0.009392444307164417,-0.022628521322139352,-0.09499279981869643,0.0636753259526578,0.020223160773842522,-0.08501921662972176,0.027642462892570135,0.1461634976443103,0.06258482676474264,0.3430935536020663,0.12439837353105004,0.025925193446195295
