,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Sleeplessness or insomnia,-0.2920034428811649,0.3915299170733751,-0.05250993178691246,-0.018622404254228737,0.11306027871840328,0.35796962312718805,0.32601756780883645,-0.025087627757075733,0.0284087613534844,0.0873408247167222,0.23731302023826636,0.018182616630322147,0.06920435424953948,-0.3495927145746836,-0.053851428515925205,0.02108899999560386,0.04409598457777616,-0.2090558188195423,-0.06279968833006785,0.22325392058678548,0.19400131919175492,0.4101325956216758,0.01849776437899153,0.08060615885265222,0.09175508936238813,0.0032194099793043792,0.0130801304145902,-0.13614888195473687,-0.0761365594001784,0.19154685290628334,0.11222101976861826,0.0370057178541781,0.17773544513780265,0.31617512725425373,0.40984818653992994,0.19906700069042899,-0.0628680356986335,0.25282499249113266,0.06394839864763172,-0.04421279586250264,0.02338642329367544,-0.0053387260394795345,0.28294459062054,0.0742192067823267,0.040885151988440484,0.14904517018444086,0.06952136459721929,0.12124854507034012,0.17923871352379475,0.0713702625745842,-0.2712721964565148,-0.0867056885963012,0.08110956750119744,-0.05914704298613302,0.06453797781213651,0.10799398508982133,-0.020252960534812136,0.12758193277003463,-0.1984999665433591,0.4755553487968776,-0.03374369820090635,0.006267838128129831,-0.15112916481402372
Heart attack,-0.13670542066905564,0.022465100453634184,0.09915403543176786,0.06389196886162492,-0.04383756754571229,0.3119612713637431,0.3295289341257167,-0.12506307474516482,0.05092770215661454,-0.026859968665643948,-0.10811053643012039,-0.14886919796028003,0.07978776527752496,-0.02241821351762602,-0.344251691503078,-0.05058161649567942,0.011955714057108721,0.1937259939521278,-0.08451723477067555,0.30748909576978384,0.1097239850503106,0.1110278816444505,-0.087937820516061,-0.19586194941486992,-0.07444566050821086,-0.17046772248821948,-0.18394763243637477,0.06481044364405186,-0.08480456013926461,-0.0070338924514867,0.12066336159795742,-0.05950557713218652,0.015343170013202661,0.11254444809984997,0.09941063505457928,0.06832326034979848,-0.168957302354501,-0.08951586856717739,-0.03993860364096472,-0.0007051152068856713,-0.08466104914560187,0.009534633139550833,0.007925269667192408,0.29314594243890063,-0.005081509328492904,0.19507797657013187,0.2821903537342948,0.3020118052069571,0.062368630186703244,0.20320451715259932,-0.2229416852858437,0.06862523736884786,0.018086597970033938,0.006379953993351598,-0.11783477195551322,-0.07538286362547456,0.014358340973073258,0.1869035579369908,0.12790191883437163,0.35721095230546634,0.0007222015353346869,0.23853313520577904,-0.028146047842384874
Angina,-0.33110194502395246,0.14034792075726385,0.16959399340433187,0.15700577848037506,0.03404781373740537,-0.06680214117242787,-0.1347367409707947,0.11524025440193231,-0.06647586362241302,0.26977385990862374,0.134760522289311,-0.07347504956186222,-0.007709301385089509,0.1049353956173698,-0.07041300962268532,-0.12216358645943953,-0.03634846482142305,-0.037509745712444,-0.022211060823195565,-0.15132548183762579,0.0007606574743581462,0.007837496957998824,0.10387092118234109,0.03777000376453063,0.22900339181917792,0.08077439077480691,0.21502000752037526,0.21333233930330833,0.20190608387504433,0.044507170805544186,-0.12137692818210541,-0.05329081374126401,0.04812448120134627,0.1855826361555108,0.19353606458200542,0.0898113059940009,-0.025134967425137683,-0.043904163846618674,0.02702603689541449,0.1913186996765332,-0.10137243384452525,0.12074545261523348,-0.027726448151075184,-0.36202317293972264,-0.3292098951837728,-0.19606822240881167,-0.3203189924790131,-0.34290379423801387,0.09349693615549753,0.018804083835248737,-0.21489001312356423,-0.3009043842253146,0.21164198204058865,-0.03839585382090382,0.13587667826200045,0.11986999463979361,0.16279437671160504,0.12598306810174922,-0.318819687905236,-0.0913337298090386,0.11788427575762449,-0.2564332930967891,0.10969599997799073
Stroke,-0.009320379629488253,-0.16202966187242238,0.014623004187806259,0.28185740471204573,0.10679418048121288,0.0681756444372302,-0.09097490776132482,0.09767923155306275,0.17955441601749703,0.001430128605320844,-0.046847117698477825,-0.12640903150326033,0.08699946564441952,-0.014962258790525249,-0.05756477798990955,-0.08247348419491608,-0.02675553381903164,0.2836549550769373,0.07762779671396712,0.21234856847686887,0.11494913649646833,-0.1274130713684957,-0.058493213647884026,-0.36961811766258107,0.1286701561410562,0.12286684846014506,0.06875538684722544,-0.15902126141230147,-0.1443753177490996,0.044722829936106386,-0.19666911630929082,-0.10330411023978578,-0.27417158614823717,-0.18552545774796603,-0.10501668896449319,-0.02075807799898138,-0.23222939096234865,-0.057632774495109916,-0.06799113829300303,-0.028455187715751163,-0.13993431836473172,0.1426717823568936,-0.1637602523806282,0.09919669556940418,-0.1579361772262595,0.11926336838996285,0.04295180475272058,0.020886155161275927,-0.3164296402102259,-0.15264944812820702,0.0029880191146179676,-0.23080020617568656,0.35483969135583,-0.10685407627605091,-0.03366794379509354,-0.21145050720091876,0.17574741925988735,-0.016949871931505118,0.21168997167175685,0.10609287838850001,0.1721310712224473,0.10184366362961551,0.04332555274355875
Hypertension,0.19264723526341268,0.11656857763038692,0.2951774221189699,-0.11884779300888433,0.0031589977353956504,-0.22237219706811004,-0.254225964090387,0.3411821380782323,0.07194648876741111,0.08785070656089206,0.003124255641526241,0.08453868087803272,0.2936229801223324,-0.0535566047661959,0.07518383084180554,0.018226557400007132,0.02279596863784595,-0.1260972406882394,0.06312487700225097,-0.3064239101218826,-0.3195623813615097,-0.09994904627188679,0.05020370342994264,0.1266232576884779,0.11480748782423322,0.596414839585428,0.35853814394571126,0.0020342783317160687,0.38023056599937793,-0.01751523757719774,0.11646834422534684,0.21241334758012817,-0.05469851563491772,-0.1274231541449271,0.1489377737697846,-0.10526525770159888,0.2572180895640295,0.14643450657650792,0.2720414853875137,0.13036050343576588,0.1565585421292701,0.3251785083553609,0.313203775952115,-0.367755770623024,-0.012771769023176439,-0.17697851544689872,-0.33098274260472327,-0.3604673823803928,-0.21245729056049803,-0.008924356978319666,0.25121036485251963,0.09282355377745236,-0.047821158739714625,-0.03554897970291446,0.02762195634828774,-0.2220648577441065,-0.01606437795893785,-0.05025634795739549,-0.16371736081940338,-0.21594327399613336,0.07889027320194987,-0.3325982650942031,-0.11750005694016764
Diabetes diagnosed by a doctor,-0.16977193051865205,0.1237026764788463,0.1331495504397401,0.007822639644969858,0.33747933355104187,-0.12099119341697286,-0.08476588395553478,0.4660382843032265,0.2325687204574143,0.3860452625999758,0.2777048415849135,0.08126224079207421,0.20736287227696593,-0.15801625532612354,-0.009336638048669904,-0.13348295830587958,-0.12859935005453302,-0.042860782757703386,0.34005068541056466,-0.13061662935386623,-0.007487612341757085,-0.2782599379391045,0.15767431772396745,0.004103007272522362,0.3178391842265556,0.43070800418490074,0.49772683028649856,-0.06260399632825629,0.5097728196656081,0.023182092685466657,-0.16381946916421125,-0.03051539805483445,-0.25717401927090905,-0.17850235366955464,0.13953766466744805,-0.32775970605899574,0.08752569482285742,-0.06776226933772085,0.18360688702618538,-0.02150511194806174,-0.0798457377850448,0.25843734907242066,-0.04981542737424121,-0.48207719295105245,0.011812000873617851,-0.2645420879644843,-0.5213118439677463,-0.5325577230114861,-0.152391658891634,0.1474594015790902,-0.09352111320430015,-0.16821580413873718,0.11806382348775205,-0.08360222022254031,0.13611890841919308,0.018352058116372357,-0.028654530108039977,0.21145668983094282,-0.35047897489001756,-0.13655873875295807,0.1377458420268926,-0.3030541034966438,-0.10990002166512182
Hearing difficulty with background noise,-0.022243776130597293,-0.05871505198140964,0.06263035312100985,-0.00767686635797699,0.29835298202506766,-0.11836822876326852,-0.1360110833788998,0.14064659013234024,0.08663036350384128,0.0049617586262707195,0.038361680112447304,0.10513174664917335,0.16979722548963327,-0.006839101039617992,0.14017666291684566,-0.06110627733900451,0.10711104603219196,-0.0013649317491244678,0.046739875433664264,-0.39681000021920076,-0.25581626390631884,0.08344058154707565,0.12308347524019143,0.06403410504983548,0.12540620174374764,0.3357776155657374,0.33436921305256595,0.12186786496642907,0.06008671120284542,-0.2733660745625088,0.28059883464083585,-0.21261083015878976,-0.1848658222945703,-0.1780486645031302,0.12495937485155502,-0.04185206436910818,0.19650779911210453,0.32607927713123913,0.2331105586001022,-0.03879750438972459,0.1269459302503662,0.17212258963950175,0.12002381098491288,-0.20219667246514805,0.14930621473816486,0.019509095462863852,-0.21111834001857796,-0.13301025417648282,-0.13171656797375988,0.08916431418661067,0.03551834012835193,-0.23739620751449828,0.21625822658226096,-0.191277602175656,0.1653921218188528,0.09255648901480047,-0.07732967714380598,0.07082834768168138,-0.21024736111979783,-0.09428866819025232,0.20949537573138657,-0.06321636004130055,-0.06699780661055506
Hearing aid user,0.032732820684021995,0.24044466134024162,0.23157084080684057,-0.11350736709567345,0.15877928197873617,-0.2134837765962596,-0.08186656253961502,0.3137636788191826,-0.0001233498220303101,0.2867091536431739,0.26880241304934,0.16960541187276218,0.3085885574059492,-0.0960366628499804,-0.28236612723763593,-0.15635275394579917,0.11997536338655675,0.06729423782177688,-0.12392436305515907,-0.19562175688431993,-0.20525716578907016,-0.06442523086069657,0.0784592048082088,0.09708553862063474,0.23449396227350963,0.3502269081061171,0.2905384923747529,-0.1473508457635967,0.5158688245357556,0.04866420303949615,-0.1874112965673247,0.2173154317983568,0.2614808393867048,0.017958371274235486,0.12124397450766548,0.06725539566015366,0.06517833674858672,0.13830083917964411,0.14177846244329362,-0.1612352979282968,0.10498008873375389,0.2504064492350902,0.18114312251521333,-0.6576021318409625,-0.05875234178825084,-0.07391680303481797,-0.6243790876646612,-0.6611484510623016,-0.07511995990046696,0.18918602346638488,0.1444459212176944,0.31449710186167756,-0.25214630724347253,-0.04828080403893814,-0.10602082470742809,-0.03833346678168692,0.027662664453179317,-0.024314656466619903,-0.27705817322880727,-0.272664284056031,-0.01650236049458168,-0.3511760071433845,-0.044349537711860065
Glaucoma,-0.2512767376505702,0.1697887657055324,0.08347136717301731,-0.020850247353772836,0.13594440371139857,0.12332375168134584,0.1726854669688312,0.2542764259707904,0.19179705385048545,0.32979421384063395,0.2944482497031939,0.0948477015897616,0.20965393100975202,-0.2932129483433734,-0.05652040706433921,-0.021198864617192423,0.06109725119959883,-0.17721737743344998,0.07466456487505523,-0.03774977774486205,-0.02973427404229113,0.06379857262378308,-0.0619008958376482,0.3098645295662313,-0.02773057150933468,0.08347147331915342,0.26500996179257047,-0.09762131112424367,0.15519804249487215,0.052768873375439944,0.2349567209254905,-0.2496094623023721,0.14720558256878366,0.15581563139997093,0.3714017231969347,-0.03352347974771816,0.1213535843850778,-0.12957750049153433,0.19765300250392384,0.12756672249683523,-0.11286927635085157,0.01420723012267274,0.10783273882780739,-0.08900451375963744,-0.03244608232220272,-0.04421439206392529,-0.10457267885473977,-0.13805390604489082,0.41781811120685824,0.059348327901750576,-0.298030937765293,-0.11286721699724965,0.02514501954020499,0.03356373207361582,0.20325261230246444,0.039816746577553554,0.1501026422115123,0.0900893472610794,-0.31134425169887836,0.24040024037683191,0.05106410506878539,-0.0786621036951846,-0.1648234754288071
Cataract,-0.04594693338251941,-0.0066978489813881775,0.14506695198892264,0.015125791127179898,0.10657593870033193,-0.14336155203200357,-0.15649295131502639,0.173522594984001,-0.04570999375304489,0.023163122012155514,-0.12753969407262472,0.059187861442865586,-0.11467110000896998,0.04734358796473079,0.10281910109406697,0.05505614603374739,0.04533170590820676,-0.12588966464351953,-0.03265608137955485,-0.21380575519364894,0.04005628787094946,-0.27293820546240505,-0.05198898494587771,0.06434389870788494,0.03645224174973379,0.007671450953808542,-0.08727080269905173,-0.02656555782189302,0.08408824140971123,-0.0661830027686042,0.20688622637016063,-0.07754742269716901,-0.20745471384152692,-0.07132641776564505,-0.16061246037635923,-0.24838761105188462,0.05339506625357826,-0.09570207359679019,0.10996525196683317,-0.019872921679467234,0.1133556470663673,0.1699083733013608,-0.10425775991330768,-0.19588921615860325,0.0981772271428449,-0.16892100636689597,-0.18918527125415802,-0.22236175737669292,-0.12206779995900353,-0.08769325027589828,0.08126875386058326,0.05564818448751587,-0.09863402328247788,0.07547586960110174,0.030700182497753574,-0.03751137540496534,0.1262040159500792,0.03264189617438139,0.029328214974948603,-0.31734901533845544,-0.0010969766194171388,0.07059577391821995,0.1737203297177639
Macular degeneration,-0.28571356550560745,-0.25767754124186387,-0.16588503474422706,0.33300818969401186,0.12963645229829954,0.0003862682157477057,0.03045465875597155,-0.04624635497942974,-0.015807651771199725,0.18038994279886145,-0.24284832497614947,-0.014557270463683243,0.05973349827318694,0.0469401680189993,0.110824272735836,-0.10041219999134117,0.019466597805387065,-0.05483680416025389,0.20557297803610527,-0.1162912876349235,-0.10683322362785465,0.061481292535501025,-0.15960456762058534,0.06049085027944557,-0.0559305560152422,-0.06106965264869856,0.11095579077502109,0.040352904274792885,-0.14600601732736265,0.0718282689662974,-0.04412242479732497,-0.3462397850484695,0.051298482600366055,-0.07763021439249475,0.034118279607132464,-0.10549023058516951,0.10545429976671769,-0.2677767326121346,-0.027494565698332685,-0.022651856442653932,-0.10810132934354706,-0.2849161618593577,-0.2025893547541044,0.12723834315918037,-0.22658925278141231,0.03662054246380312,0.16005380348240825,0.1225312024502139,0.1943430085379216,0.08867511140989909,-0.27956429153079654,-0.19089604364504498,0.19828090249056207,0.10775339829455083,0.12708613547464967,-0.23099573040158963,0.2659492741063749,-0.08687704313628267,0.017919995238474085,0.043707438444368876,-0.1820401614589544,-0.06673764988252232,-0.26078787582931884
Miserableness,-0.03213267405078496,0.4061593585325343,0.30327670465317447,-0.16835294650935215,-0.18816798216554856,0.2692049794410957,0.18410906894228665,-0.16324659214425472,-0.09849534632638017,0.037226116659247376,-0.03634005827232617,0.09617633216139863,-0.022627079059410166,-0.15298732640354934,-0.027253186004569253,-0.0070588202501567394,0.06261302418720645,-0.03117544274333654,-0.30169967180529567,-0.06048970333814173,-0.09393619863789343,0.33107859170811654,-0.012376551336201382,-0.07252064865387589,0.04037483264482213,0.006148776979165141,-0.03266969274377979,-0.07404395530348419,-0.07875055182055493,-0.15291481266509246,0.07983782857687655,0.3028363821107031,0.32651683579343266,0.3681640945533192,0.3806879602726809,0.18660913650887076,-0.05471606980151924,0.25749984105776874,-0.12032936025075858,-0.16489103066624297,0.03270589159132252,0.04351216411477261,0.2254820279165285,0.10259857233130969,0.28788599318952757,0.17716600835540985,0.11571160651175082,0.18727976648659056,0.32998629333125623,0.13408444976152734,-0.0831439277686556,0.096488678734234,-0.18444232547595224,0.18829780908446253,-0.09132906064389143,0.15566770031822735,0.004793476923897774,0.12321988645298461,-0.08497543999312168,0.16723403433344275,-0.02651226267869537,0.11317449413933453,-0.1644244829993508
Fed-up feelings,-0.05630266434771352,0.4084049964263867,0.18121537806274285,-0.09026506721187166,-0.07608893489732647,0.05028662415416141,0.007943913745959416,-0.04386084025490485,-0.00278536268162397,0.0724095338226376,0.033498518349470076,-0.02962821652468878,0.04276702528361539,-0.1272392786678855,-0.006563126422356836,0.08224209339007349,0.025066872020975964,-0.2794299883712838,-0.2762306622605413,0.10394066546780639,-0.0010879672566117282,0.41321429118127573,-0.13061852204817817,-0.11183308690568476,-0.05483661752301747,0.06711385509009798,0.028996323184055862,-0.0724711870893852,-0.11584391886291381,0.16934996217426795,0.08561431494636174,0.3495972424867489,0.27429448017936703,0.3507390158499027,0.3899963077873364,0.20349516727299086,-0.004706772819284576,0.2528230421893272,-0.02773575670119673,-0.08154481071417001,0.14666526424176032,0.10658468458308112,0.4470916408099476,0.11167258120124597,0.1989908824445114,-0.05579603536612527,0.13972659255750014,0.19133522156693553,0.20913494394611606,0.1306824628123784,-0.03382918541433971,0.10585109007731784,-0.17831607175179667,0.02428945892448044,-0.03891900204277768,0.15790821561184898,0.04090353306138218,0.13304968430166386,-0.23277017471163186,0.1815442727524518,-0.06757071017917118,0.03576595782157801,0.009071697114888555
Mood swings,0.026209308436153128,0.2982331080828423,0.12422278804383269,0.0967742549061205,-0.10499992957130812,0.12027364094187142,0.010884407919965838,0.06162812819838188,0.11059140025723833,0.09849807603197411,0.11076569615682554,0.095983141732306,0.10875439023956798,-0.2685443601853213,0.0630919600680764,-0.04753705944148474,0.15380689810788048,-0.23715335073709548,-0.2693510227266496,0.1867626388204128,0.07053963201351222,0.32796675496486355,-0.031023252350308894,-0.3325325768494183,-0.027449468959002056,0.18378443405833456,-0.013014267254998626,-0.340400495769218,0.038384453298472995,0.02029474916700629,-0.06753926484967293,0.15307509590332216,0.07374935982938532,0.26575864075634287,0.3381937941073725,0.20547741677995227,-0.21169062345323728,0.09388955028241878,-0.1915939299007146,-0.15090017381331663,0.018910144841658868,0.05573277339319777,0.2610107457278623,0.07515373452010204,0.11286750501699166,0.2418413503548469,0.02524445449596404,0.07568260977816268,0.03038260998780133,0.03111039807899294,-0.08574259307198688,-0.11954693008558105,0.10955854903835259,-0.04060800292827505,-0.0959011765911993,-0.04869930307767376,0.1466981480835334,0.24030749035809107,-0.09916658516471512,0.23428113520108262,0.08144231223744958,0.0065153889002318496,-0.16149123510940191
Worrier_anxious,-0.14420257654923352,-0.057649442463484725,-0.04340727031839275,0.2587587763574601,0.3576773881028653,0.03183330464390284,-0.09295407629694466,-0.02767940949933595,-0.06412727352022121,0.1589231649322823,-0.08592581931875726,0.04361856315492709,0.07959237026169169,-0.024101175081692888,-0.10035562418388254,0.08322300188620202,0.07598480327405066,-0.2821864741113611,-0.010842169291090685,-0.015350228815180712,-0.013486394252807702,0.011681419095801872,0.0937054146161808,0.09687369360927141,0.02654153489160954,0.07675844202627738,-0.035771040332030456,-0.037832127234063366,0.05572257167366694,0.26764997469955276,0.21646564724973574,-0.047354088201897855,0.3582919311661872,0.056496861213971385,0.038300731001882894,0.06238780104580467,0.06671956060706816,0.12998810786265566,0.23123114802357048,-0.023293960115783646,0.11785005748289404,-0.14007132652370521,-0.004798602174702205,-0.09530835268981072,-0.349132236854392,-0.06272936917664065,-0.09424545646690378,-0.09789690796116401,0.03985909886988994,0.2010783323073045,-0.030652731388612686,-0.08506758192283236,0.1561096745360332,-0.2152431867339418,-0.05917698941000695,0.03723417457609558,0.0017247258327169985,-0.16296905415529944,-0.23387069325193935,0.14455922272798838,0.08284427757623089,-0.16945222706504226,0.07036029391018794
Nervous feelings,-0.2750338390428958,0.12311406516339518,0.12413622783390033,0.1445857751769055,0.21373311133935569,0.37027525284495433,0.1972004711421376,-0.22285116540038938,-0.3450761158796532,0.07128944450968984,-0.03911757248278026,-0.12396507008489416,-0.08562433919962154,0.07116341480802031,-0.30926342063477896,-0.21769303081247918,0.2147830970289175,-0.011809586684508433,0.0008078195390729431,-0.03196644652099309,-0.018478212099251337,0.10888448959526859,0.18068201325879038,0.07466046906199456,0.06749297625877927,0.06143286603922514,0.09589237283191894,0.051664109310042235,-0.12416422562016552,0.3207198055243724,0.12114977974002189,-0.03949269062098508,0.17382640269827726,-0.05132226619379044,-0.01064093599430028,0.08869489879763925,-0.043318679171556,0.12445406352387806,0.09160377811234491,-0.1693748110337723,0.017707329465635614,-0.09864557390245168,-0.007901282153957646,0.09670073876854132,-0.33707482833432856,0.07524064189988298,0.099083344139041,0.14469716868710583,0.021946011650540453,0.21808508229475107,-0.21058213815482255,-0.05533536920068377,0.1306034580584807,-0.10126031832783274,0.022155662012697284,0.015490398827388603,-0.0838274086099879,-0.25542738882645405,-0.05210933200970663,0.22517529764307959,0.19625581147141272,-0.02034278013862267,-0.06325496191484549
Sensitivity_Hurt feelings,0.001453289541340731,0.050740611331712995,-0.18415582808242809,0.08672807552599808,0.08995292277594158,0.04638971062617751,-0.06106115955406233,-0.016443429861497622,0.0404154044265698,-0.037877289012327744,-0.007790304939510052,0.10212158638931941,-0.15103871537630487,-0.0394086833760831,-0.3813889685431803,0.10781166329236665,0.034007619537689875,0.015405994886883838,0.09512112476289655,0.18056995060863015,0.1741527743140872,-0.08282289824400246,-0.10314314119467426,-0.08079805881151515,-0.09151983248778293,0.01845963693024038,-0.1758100364343977,-0.2829438078927731,-0.05987595464326466,0.12740658120147544,0.02215948551053804,-0.06135303911412659,0.40529723117528105,-0.008250872554678707,0.11801620365496342,0.008249371417442664,-0.0031581227361352194,0.09821296121132095,0.13689014853045664,-0.2707210972651996,0.17661293213201135,-0.05380006864941818,0.03563259261180039,0.0847183084744052,0.08560965648989571,0.09226777505365343,0.1139212027989802,0.07810281264615611,0.0027774234181311645,0.0405678806131072,-0.004133837425477213,-0.00799273228518702,0.1407723009761994,0.1146681127569049,-0.2423531211265049,-0.09698771178531115,-0.009906206992459336,-0.23958470895012837,-0.062261806546441374,0.028789492618442304,-0.18935234621397376,-0.11372372077044823,-0.24903087586019743
Tense_Highly strung,-0.4606430453229886,0.12969915496629636,0.05506361354065598,0.2213941316940016,0.16418049737710552,0.40277646809041673,0.23242761078935703,-0.07590828523979277,-0.04954214053849197,0.20781509263835754,0.03569844211643594,-0.004142728129243895,0.11803016916704714,-0.14629003702301016,-0.2997225295740161,-0.24634773121291528,0.15050215226742247,0.11818528223062859,0.0642109657101902,0.061579216148768684,0.03719956255906566,0.28232086989480354,-0.08275846763993101,0.0019858284963544114,0.10436185672320444,0.017553733034261575,-0.0015382122325093852,-0.009034495655179768,-0.16858620688492093,0.1158936984407863,-0.28828198847194314,-0.21812433867846062,0.14526762612241867,0.06902412850435179,0.10331193603406619,0.09712431404536737,-0.08700521274845847,0.0414281787511409,0.008616950240353322,-0.16770564963380724,-0.19761513270674552,-0.0828677102034387,-0.11214806982701506,0.051928707223898314,-0.2758484272313157,0.24796690959772205,0.05070787312972269,0.07139589728077017,0.09466886635432427,0.2831849119911545,-0.2582510031435979,-0.20141410176805172,0.2165248815508765,-0.018306394740710337,0.22911474294387024,-0.142904755211675,-0.01514226919481922,-0.0066568522978595335,0.09765973710357213,0.3567719947409197,-0.05344951146189053,-0.003129207540166274,-0.09873461399502616
Suffer from 'nerves',-0.42222408133902767,0.16438878236970156,0.02757441223000647,0.18428099308497795,0.1502577902825514,0.29197972938346617,0.2781782629873882,-0.11931282065820485,-0.1939591928033441,0.15464600690256758,0.05830370182504826,-0.13089393111086878,-0.0857450543979756,-0.015454247117951765,-0.47048674323257694,-0.22275669025487166,0.10729486231094906,-0.0232255453408549,0.08405359164379883,0.06568883002399914,0.10496418789694359,0.05864927610119713,0.23264608327161748,0.018315355458568522,0.1482702767523881,-0.14667240870454,-0.06838880146598109,0.11050490098266368,-0.06938912480378222,0.39052459087971003,-0.00846321363781919,-0.2656073624450921,0.3064712551093494,0.11173514360892288,0.1901117439569628,-0.03495420330509265,-0.08119835227433547,0.08841970164120014,0.18603543632605812,-0.06471252629866237,-0.041132237949244255,-0.09396865765102506,-0.06923277531944623,0.11982207488095449,-0.28934520968193006,-0.05689291489290377,0.12379479452093253,0.09655407077173055,0.1031533843815097,0.14895697289363302,-0.35504099628907465,-0.12418326297309523,0.18075410599992037,-0.1862565480559597,0.10632472796533905,0.0699490414428523,-0.023387144754139316,-0.15737584151645598,-0.10694264609714459,0.2732789640956808,0.03292467397251438,-0.0751807233829476,-0.1381402237193065
Worry too long after embarrassment,-0.19953265377633428,0.005930403909587554,0.02271633062665187,0.0637668696873028,0.3598429336024364,0.24374978524789584,0.2181464287881898,-0.02960507286467722,-0.15674956102420445,0.10289037421778711,-0.013931284761462243,-0.11050580159788202,-0.019736158127813687,0.09082860386528292,-0.19142255774669922,-0.10140076611962055,-0.0594465555642531,0.12994321460195402,0.029135764866187384,-0.020679009259835138,0.002970264803807058,0.058068520259958026,0.04317779227021274,0.24274320202922925,0.12657117758560812,0.07214711162715456,0.26331386979139126,0.2530918211582442,-0.06882218860910298,0.19002449121962833,0.14178629049459937,-0.05901824014726335,0.000643926531684137,-0.22087286172300807,0.016530967203249022,0.06757613272195463,0.14663677456401925,0.11012220356261056,0.13540113338430734,-0.012866185794117144,0.09932092694332283,-0.10884303800514157,-0.033910592208964606,0.05343569865123063,-0.24845693044761338,0.02624020479509099,0.0744989152641972,0.0688480029099616,0.11876455114046633,0.008593279475227974,-0.19569710910027008,-0.056265814775232535,0.13742369490810427,-0.08066927375945303,-0.040005136932629116,0.07834250363296649,-0.05378999319247129,-0.12635853826478827,-0.16892953440853986,0.07347535778959016,0.11794794371273151,-0.16888592712171693,0.01356136249691127
Irritability,-0.21910273109995032,0.22347443798607394,0.008583630928705368,0.08763594845999861,0.01667755923430506,0.03291308750805036,0.16077597743247338,0.12491246577407943,0.15305873583409746,0.24748759868765285,0.07224859589461531,0.2014767533686194,0.16828527128033383,-0.36467184624882404,0.03559646751308709,-0.05543125628403351,0.05031137082081732,-0.1785307104530207,-0.10621100931450464,0.174115886263904,0.00033553682219361657,0.3536940131909463,0.14785330411024572,-0.09771588208727092,0.026584136134939543,-0.013774983404113183,0.04783649914095275,-0.008205409379122144,0.0772542627063142,0.20597358129633997,-0.09498128926188042,-0.027233841815575567,0.24832674621787604,0.23420392642894947,0.32123371736003004,0.13618032433913688,-0.06888850442074683,-0.021321117479623182,0.12755915013260996,-0.24654924120263322,-0.09091776390723505,0.08884834373995186,0.1703261855783104,-0.05552694709519653,0.04100060134702178,0.09557022485667761,-0.04374716628897269,-0.029273114337235426,0.17355770382358407,0.2557050699639573,-0.14675716017809495,-0.031002552138643797,0.06436269645919399,-0.233466772090501,0.08625808293518283,-0.02642065566159991,0.1806269553948282,0.14135142651663285,-0.2114749782892342,0.3007053106719788,-0.08484269265221411,-0.09679031642598127,-0.09596541095243721
Neuroticism score,-0.026151090763965705,0.22677798217063355,0.0572105865596961,0.1507875535362734,0.1489104163648855,0.07931273025919373,-0.04285971939644202,0.04082841002971716,0.012345895744277408,0.244164068918786,0.10438567164150617,0.024625650623540087,0.06867934467426663,-0.17709726046513183,-0.2125524046780476,0.11880014410820461,-0.16149427631227656,-0.06153136867399437,-0.06309268273162313,0.1074504182678423,0.04226705251112884,0.28195662617251194,0.03130332600706073,-0.11078599479575957,0.24467461499615906,0.13957532929178598,-0.06152577388927017,-0.11534462574901574,0.020864044631919095,0.13006427595860523,-0.13212781937452003,0.09881132169499808,0.3584901382058456,0.21220817945650355,0.22909911376034411,0.1703811440481364,-0.14497356677203027,0.25983373754260836,-0.013645915199025683,-0.29232450782658076,0.13072035191007436,-0.10011396088728403,0.11803972453806057,-0.04302393941709433,0.0621598321149691,0.1374645173025385,-0.026374291326362737,0.00719683539112481,0.1321255278913853,0.19260363815849763,0.0985435884391436,0.05712880070332683,-0.023307152659711425,0.0254758635801064,-0.08866348658526112,0.09868649662167465,-0.012297902241215219,-0.11494131596803313,-0.17423233147072478,0.08158835020890079,-0.06478566823637258,-0.11075239807958734,-0.03013330491181731
