,catid,coid,phesid,phenotype,mean_diff_p_val,5th_percentile,25th_percentile,median,75th_percentile,95th_percentile
385,20,20015-0.0,20015,Sitting height (0.0),0.3295602696442086,0.030761350378790984,0.12989533892654012,0.26045624025707115,0.4790395051186094,0.857835096358058
